code,name,value_range,options,candidate_map,依据
0362_2542_06,生物质致密成型燃料质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0363_01,发电设备利用率,年运行小时/8760,年运行小时 / 8760,"{""年运行小时"": 100, ""8760"": 25}",启发生成（需人工审核）
0363_03,秸秆发电量,秸秆/生物质年发电量,秸秆 / 生物质年发电量,"{""秸秆"": 100, ""生物质年发电量"": 25}",启发生成（需人工审核）
0363_4417_03,生物质能发电产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0363_4417_04,生物质能发电原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0363_4417_06,生物质能发电质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0364_4430_03,热力生产和供应产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0364_4430_04,热力生产和供应原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0364_4430_06,热力生产和供应质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0365_4412_03,热电联产产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0365_4412_04,热电联产原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0365_4412_06,热电联产质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0366_4520_03,生物质燃气生产和供应业产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0366_4520_04,生物质燃气生产和供应业原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0366_4520_06,生物质燃气生产和供应业质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0371_2911_03,轮胎产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0371_2911_04,轮胎原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0371_2911_06,轮胎质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0372_02,橡胶板管带年产量,橡胶板/管/带年产量,橡胶板 / 管 / 带年产量,"{""橡胶板"": 100, ""管"": 62, ""带年产量"": 25}",启发生成（需人工审核）
0372_2912_03,橡胶板、管、带产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0372_2912_04,橡胶板、管、带原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0372_2912_06,橡胶板、管、带质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0373_2913_03,橡胶零件产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0373_2913_04,橡胶零件原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0373_2913_06,橡胶零件质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0374_01,医用橡胶卫生达标,卫生/安全标准达标,卫生 / 安全标准达标,"{""卫生"": 100, ""安全标准达标"": 25}",启发生成（需人工审核）
0374_02,橡胶制品年产量,日用/医用橡胶制品年产量,日用 / 医用橡胶制品年产量,"{""日用"": 100, ""医用橡胶制品年产量"": 25}",启发生成（需人工审核）
0374_2915_03,日用及医用橡胶制品产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0374_2915_04,日用及医用橡胶制品原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0374_2915_06,日用及医用橡胶制品质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0375_2919_03,其他橡胶制品产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0375_2919_04,其他橡胶制品原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0375_2919_06,其他橡胶制品质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0381_02,林化产品年产量,木炭/竹炭/林化产品产量,木炭 / 竹炭 / 林化产品产量,"{""木炭"": 100, ""竹炭"": 62, ""林化产品产量"": 25}",启发生成（需人工审核）
0381_2663_03,林产化学产品产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0381_2663_04,林产化学产品原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0381_2663_06,林产化学产品质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0382_02,胶品质达标率,黏度/纯度检测,黏度 / 纯度检测,"{""黏度"": 100, ""纯度检测"": 25}",启发生成（需人工审核）
0382_2667_03,动物胶产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0382_2667_04,动物胶原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0382_2667_06,动物胶质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0383_2684_03,香料、香精产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0383_2684_04,香料、香精原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0383_2684_06,香料、香精质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0384_2831_03,生物基化学纤维产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0384_2831_04,生物基化学纤维原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0384_2831_06,生物基化学纤维质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0385_01,材料质量达标率,降解/性能检测,降解 / 性能检测,"{""降解"": 100, ""性能检测"": 25}",启发生成（需人工审核）
0385_02,生物基材料年产量,生物基/淀粉基材料年产量,生物基 / 淀粉基材料年产量,"{""生物基"": 100, ""淀粉基材料年产量"": 25}",启发生成（需人工审核）
0385_2832_03,生物基、淀粉基新材料产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0385_2832_04,生物基、淀粉基新材料原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0385_2832_06,生物基、淀粉基新材料质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
04_03,寒地适用农机占比,防寒/大马力等适寒机型产量占比,防寒 / 大马力等适寒机型产量占比,"{""防寒"": 100, ""大马力等适寒机型产量占比"": 25}",启发生成（需人工审核）
0411_2621_03,氮肥产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0411_2621_04,氮肥原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0411_2621_06,氮肥质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0412_2622_03,磷肥产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0412_2622_04,磷肥原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0412_2622_06,磷肥质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0413_2623_03,钾肥产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0413_2623_04,钾肥原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0413_2623_06,钾肥质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0414_2624_03,复混肥料产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0414_2624_04,复混肥料原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0414_2624_06,复混肥料质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0415_01,有机肥年产量,有机/微生物肥料年产量,有机 / 微生物肥料年产量,"{""有机"": 100, ""微生物肥料年产量"": 25}",启发生成（需人工审核）
0415_2625_03,有机肥料及微生物肥料产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0415_2625_04,有机肥料及微生物肥料原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0415_2625_06,有机肥料及微生物肥料质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0416_2629_03,其他肥料产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0416_2629_04,其他肥料原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0416_2629_06,其他肥料质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
042_01,农药登记证/兽药GMP,产品是否登记/车间是否过GMP,产品是否登记 / 车间是否过GMP,"{""产品是否登记"": 100, ""车间是否过GMP"": 25}",启发生成（需人工审核）
0421_2631_03,化学农药产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0421_2631_04,化学农药原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0421_2631_06,化学农药质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0422_2632_03,生物化学农药及微生物农药产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0422_2632_04,生物化学农药及微生物农药原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0422_2632_06,生物化学农药及微生物农药质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0423_2750_03,兽用药品产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0423_2750_04,兽用药品原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0423_2750_06,兽用药品质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
043_01,农业用塑料制品制造·农用塑料制品年产量,农膜/农用塑料年产量,农膜 / 农用塑料年产量,"{""农膜"": 100, ""农用塑料年产量"": 25}",启发生成（需人工审核）
0431_2921_03,塑料薄膜产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0431_2921_04,塑料薄膜原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0431_2921_06,塑料薄膜质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0432_2924_03,泡沫塑料产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0432_2924_04,泡沫塑料原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0432_2924_06,泡沫塑料质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0433_02,其他农业用塑料制品制造·农用塑料制品年产量,农用塑料板/丝/编织品产量,农用塑料板 / 丝 / 编织品产量,"{""农用塑料板"": 100, ""丝"": 62, ""编织品产量"": 25}",启发生成（需人工审核）
0433_2922_03,塑料板、管、型材产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0433_2922_04,塑料板、管、型材原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0433_2922_06,塑料板、管、型材质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0433_2923_03,塑料丝、绳及编织品产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0433_2923_04,塑料丝、绳及编织品原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0433_2923_06,塑料丝、绳及编织品质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0441_3571_03,拖拉机产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0441_3571_04,拖拉机原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0441_3571_06,拖拉机质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0442_01,玉米/大豆收获机产量,玉米、大豆收获机械产量,玉米 / 大豆收获机械产量,"{""玉米"": 100, ""大豆收获机械产量"": 25}",启发生成（需人工审核）
0442_3572_03,机械化农业及园艺机具产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0442_3572_04,机械化农业及园艺机具原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0442_3572_06,机械化农业及园艺机具质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0443_3524_03,木竹材加工机械产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0443_3524_04,木竹材加工机械原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0443_3524_06,木竹材加工机械质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0443_3573_03,营林及木竹采伐机械产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0443_3573_04,营林及木竹采伐机械原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0443_3573_06,营林及木竹采伐机械质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0444_3574_03,畜牧机械产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0444_3574_04,畜牧机械原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0444_3574_06,畜牧机械质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0445_3575_03,渔业机械产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0445_3575_04,渔业机械原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0445_3575_06,渔业机械质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0446_3576_03,农林牧渔机械配件产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0446_3576_04,农林牧渔机械配件原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0446_3576_06,农林牧渔机械配件质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0447_3577_03,棉花加工机械产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0447_3577_04,棉花加工机械原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0447_3577_06,棉花加工机械质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0448_3579_03,其他农、林、牧、渔业机械产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0448_3579_04,其他农、林、牧、渔业机械原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0448_3579_06,其他农、林、牧、渔业机械质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0451_3531_03,食品、酒、饮料及茶生产专用设备产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0451_3531_04,食品、酒、饮料及茶生产专用设备原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0451_3531_06,食品、酒、饮料及茶生产专用设备质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0452_3532_03,农副食品加工专用设备产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0452_3532_04,农副食品加工专用设备原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0452_3532_06,农副食品加工专用设备质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0453_3533_03,烟草生产专用设备产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0453_3533_04,烟草生产专用设备原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0453_3533_06,烟草生产专用设备质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0454_3534_03,饲料生产专用设备产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0454_3534_04,饲料生产专用设备原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0454_3534_06,饲料生产专用设备质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0461_3731_03,金属船舶产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0461_3731_04,金属船舶原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0461_3731_06,金属船舶质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0462_3732_03,非金属船舶产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0462_3732_04,非金属船舶原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0462_3732_06,非金属船舶质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
047_02,大田智慧农业设备产量,智慧农机/传感器产量,智慧农机 / 传感器产量,"{""智慧农机"": 100, ""传感器产量"": 25}",启发生成（需人工审核）
0471_3963_03,智能无人飞行器产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0471_3963_04,智能无人飞行器原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0471_3963_06,智能无人飞行器质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0472_3492_03,特殊作业机器人产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0472_3492_04,特殊作业机器人原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0472_3492_06,特殊作业机器人质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
0481_4024_03,农林牧渔专用仪器仪表产能利用率,实际产量/设计产能,实际产量 / 设计产能,"{""实际产量"": 100, ""设计产能"": 25}",启发生成（需人工审核）
0481_4024_04,农林牧渔专用仪器仪表原材料本地化率,本地原料/配件采购占比,本地原料 / 配件采购占比,"{""本地原料"": 100, ""配件采购占比"": 25}",启发生成（需人工审核）
0481_4024_06,农林牧渔专用仪器仪表质量环保合规,质量/环保/生产许可齐备无违规,质量 / 环保 / 生产许可齐备无违规,"{""质量"": 100, ""环保"": 62, ""生产许可齐备无违规"": 25}",启发生成（需人工审核）
